Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,LY Date,LY Price,LY Quantity,LY Total
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,194.95,4.761904762,9.7475,6,3/14/2018,26.980,6,161.88
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2/18/2019,20:29,Cash,62.48,4.761904762,3.124,4.7,2/18/2018,61.600,1,61.6
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,1/21/2019,10:00,Cash,72.72,4.761904762,3.636,7.1,1/21/2018,36.170,1,36.17
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,3/13/2019,11:46,Ewallet,181.1,4.761904762,9.055,5.9,3/13/2018,17.150,9,154.35
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,13:42,Cash,259.6,4.761904762,12.98,7.5,3/3/2018,51.720,4,206.88
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,3/29/2019,14:44,Cash,115.36,4.761904762,5.768,6.4,3/29/2018,28.420,3,85.26
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,1/10/2019,14:16,Ewallet,470.28,4.761904762,23.514,5.8,1/10/2018,77.880,4,311.52
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,15:54,Cash,240.04,4.761904762,12.002,4.5,1/25/2018,58.940,2,117.88
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/2019,10:21,Cash,88.61,4.761904762,4.4305,7.7,1/19/2018,87.620,1,87.62
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,1/2/2019,18:09,Credit card,199.64,4.761904762,9.982,6.7,1/2/2018,99.720,1,99.72
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,3/12/2019,16:46,Credit card,39.01,4.761904762,1.9505,4.7,3/12/2018,37.860,1,37.86
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,15:31,Cash,48.61,4.761904762,2.4305,4.4,2/25/2018,48.080,1,48.08
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,3/18/2019,17:15,Credit card,204.76,4.761904762,10.238,4.7,3/18/2018,50.640,3,151.92
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29,Cash,119.68,4.761904762,5.984,8.6,2/23/2018,14.480,7,101.36
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14,Ewallet,505.4,4.761904762,25.27,4.3,3/26/2018,71.200,5,356
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,3/30/2019,13:22,Cash,281.61,4.761904762,14.0805,9.6,3/30/2018,39.750,5,198.75
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2/17/2019,17:09,Cash,710.32,4.761904762,35.516,4.1,2/17/2018,87.670,7,613.69
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,3/21/2019,10:40,Ewallet,79.44,4.761904762,3.972,4.7,3/21/2018,25.370,1,25.37
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,3/5/2019,17:43,Cash,163.82,4.761904762,8.191,7.8,3/5/2018,80.940,1,80.94
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,1/31/2019,14:04,Cash,479.58,4.761904762,23.979,5.5,1/31/2018,79.670,4,318.68
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2/5/2019,19:05,Ewallet,138.66,4.761904762,6.933,9.7,2/5/2018,68.250,1,68.25
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2/1/2019,10:08,Credit card,71.15,4.761904762,3.5575,4.4,2/1/2018,13.970,3,41.91
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,3/7/2019,13:12,Cash,139.95,4.761904762,6.9975,5,3/7/2018,15.390,7,107.73
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2/10/2019,20:51,Cash,781.3,4.761904762,39.065,4.4,2/10/2018,77.350,8,618.8
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2/14/2019,17:29,Cash,198.74,4.761904762,9.937,5.2,2/14/2018,98.640,1,98.64
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2/9/2019,10:25,Cash,63.24,4.761904762,3.162,7.3,2/9/2018,20.200,2,40.4
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,1/10/2019,11:34,Cash,373.95,4.761904762,18.6975,4.9,1/10/2018,74.420,3,223.26
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,3/11/2019,18:58,Credit card,207.69,4.761904762,10.3845,8.1,3/11/2018,28.560,6,171.36
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2/18/2019,16:28,Ewallet,176.28,4.761904762,8.814,8.4,2/18/2018,43.480,2,86.96
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2/26/2019,20:26,Cash,206.37,4.761904762,10.3185,5.5,2/26/2018,21.900,8,175.2
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,1/18/2019,15:08,Cash,39.42,4.761904762,1.971,8.4,1/18/2018,39.070,1,39.07
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2/15/2019,18:03,Ewallet,91.56,4.761904762,4.578,9.8,2/15/2018,14.290,5,71.45
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,3/8/2019,13:21,Cash,308.85,4.761904762,15.4425,6.7,3/8/2018,61.100,3,183.3
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,1/17/2019,12:48,Credit card,129.12,4.761904762,6.456,9.4,1/17/2018,20.300,5,101.5
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,3/12/2019,19:53,Ewallet,390.96,4.761904762,19.548,6.4,3/12/2018,97.210,3,291.63
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,3/9/2019,19:09,Cash,498.9,4.761904762,24.945,5.4,3/9/2018,99.690,4,398.76
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,3/12/2019,16:30,Cash,377.04,4.761904762,18.852,8.6,3/12/2018,93.480,3,280.44
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,1/25/2019,10:11,Credit card,204.52,4.761904762,10.226,4,1/25/2018,50.380,2,100.76
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,3/25/2019,13:07,Cash,145.44,4.761904762,7.272,7.6,3/25/2018,35.120,2,70.24
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2/7/2019,18:48,Cash,198.18,4.761904762,9.909,6.8,2/7/2018,21.250,8,170
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2/17/2019,17:27,Credit card,98.7,4.761904762,4.935,9.1,2/17/2018,31.680,2,63.36
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2/3/2019,15:59,Cash,385.1,4.761904762,19.255,5.5,2/3/2018,76.760,4,307.04
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21,Credit card,46.96,4.761904762,2.348,7.9,3/14/2018,23.140,1,23.14
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,3/24/2019,13:48,Ewallet,73.5,4.761904762,3.675,8.5,3/24/2018,13.450,4,53.8
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,3/21/2019,10:17,Credit card,142.25,4.761904762,7.1125,9.1,3/21/2018,27.560,3,82.68
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,15:49,Ewallet,687.6,4.761904762,34.38,7.5,3/19/2018,75.870,7,531.09
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2/24/2019,13:02,Cash,347.7,4.761904762,17.385,5.2,2/24/2018,57.220,5,286.1
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,3/28/2019,12:58,Credit card,142.95,4.761904762,7.1475,9.5,3/28/2018,46.630,1,46.63
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,2/5/2019,15:26,Credit card,385.38,4.761904762,19.269,8.9,2/5/2018,41.900,8,335.2
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2/10/2019,18:23,Credit card,144.27,4.761904762,7.2135,7.8,2/10/2018,47.030,1,47.03
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,3/5/2019,19:06,Ewallet,391.79,4.761904762,19.5895,8.9,3/5/2018,55.180,5,275.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2/15/2019,20:21,Cash,538.3,4.761904762,26.915,7.7,2/15/2018,76.050,5,380.25
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,1/30/2019,16:24,Ewallet,485.15,4.761904762,24.2575,9.3,1/30/2018,96.840,4,387.36
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2/14/2019,15:04,Cash,133.95,4.761904762,6.6975,6.2,2/14/2018,43.500,2,87
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2/27/2019,16:10,Ewallet,701.37,4.761904762,35.0685,7.6,2/27/2018,77.390,8,619.12
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2/4/2019,12:14,Cash,71.95,4.761904762,3.5975,7.3,2/4/2018,71.210,1,71.21
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,10:13,Cash,714,4.761904762,35.7,4.7,1/20/2018,89.030,7,623.21
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,3/28/2019,17:38,Cash,182.14,4.761904762,9.107,5.1,3/28/2018,25.840,6,155.04
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06,Credit card,135,4.761904762,6.75,4.8,2/27/2018,13.350,8,106.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,14:53,Credit card,993,4.761904762,49.65,6.6,2/15/2018,98.140,9,883.26
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,1/26/2019,18:22,Cash,361.83,4.761904762,18.0915,5.5,1/26/2018,51.580,5,257.9
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,3/14/2019,19:02,Credit card,383.11,4.761904762,19.1555,8.5,3/14/2018,54.180,6,325.08
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,255.15,3/2/2019,14:16,Cash,243,4.761904762,12.15,4.8,3/2/2018,25.760,8,206.08
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,3/4/2019,15:44,Cash,30.24,4.761904762,1.512,8.4,3/4/2018,29.130,1,29.13
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,1/7/2019,12:20,Credit card,356.56,4.761904762,17.828,7.8,1/7/2018,88.880,2,177.76
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,3/8/2019,20:01,Credit card,375.5,4.761904762,18.775,9.3,3/8/2018,36.360,8,290.88
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,1/9/2019,13:45,Cash,954.4,4.761904762,47.72,5.2,1/9/2018,94.280,9,848.52
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,3/1/2019,15:40,Ewallet,82.5,4.761904762,4.125,6.5,3/1/2018,26.320,2,52.64
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,3/16/2019,16:58,Cash,74.97,4.761904762,3.7485,5.6,3/16/2018,74.430,1,74.43
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2/17/2019,11:12,Credit card,647.68,4.761904762,32.384,7.4,2/17/2018,80.840,7,565.88
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2/27/2019,15:12,Cash,755.76,4.761904762,37.788,9.1,2/27/2018,93.610,6,561.66
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,3/7/2019,20:37,Ewallet,199.58,4.761904762,9.979,8,3/7/2018,98.870,1,98.87
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,1/21/2019,17:44,Cash,439.32,4.761904762,21.966,7.2,1/21/2018,72.550,4,290.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2/19/2019,16:23,Cash,164.96,4.761904762,8.248,7.1,2/19/2018,40.040,2,80.08
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,1/6/2019,12:12,Cash,326.72,4.761904762,16.336,9.1,1/6/2018,81.100,3,243.3
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,3/14/2019,19:33,Cash,461.88,4.761904762,23.094,5.6,3/14/2018,50.540,8,404.32
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,3/24/2019,10:29,Cash,263.76,4.761904762,13.188,6,3/24/2018,65.590,2,131.18
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,14:28,Cash,143.6,4.761904762,7.18,5.4,1/27/2018,14.110,8,112.88
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,3/6/2019,12:46,Credit card,193.5,4.761904762,9.675,7.8,3/6/2018,21.070,7,147.49
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2/2/2019,19:40,Cash,183.82,4.761904762,9.191,9.9,2/2/2018,25.190,6,151.14
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,1/25/2019,19:39,Credit card,121.92,4.761904762,6.096,4.9,1/25/2018,60.680,1,60.68
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,3/14/2019,17:54,Ewallet,420.66,4.761904762,21.033,5.2,3/14/2018,69.670,5,348.35
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,1/29/2019,12:25,Cash,252.48,4.761904762,12.624,8.9,1/29/2018,41.650,5,208.25
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,1/3/2019,16:47,Credit card,335.45,4.761904762,16.7725,9.1,1/3/2018,66.790,4,267.16
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,1/14/2019,12:52,Ewallet,483.5,4.761904762,24.175,7,1/14/2018,95.690,4,382.76
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,1/5/2019,19:50,Credit card,318.42,4.761904762,15.921,9.6,1/5/2018,34.170,8,273.36
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2/22/2019,18:17,Ewallet,668.43,4.761904762,33.4215,8.7,2/22/2018,95.370,6,572.22
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2/6/2019,17:20,Ewallet,387.92,4.761904762,19.396,9.4,2/6/2018,96.810,2,193.62
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,13:32,Credit card,94.6,4.761904762,4.73,4,1/30/2018,22.990,2,45.98
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,1/11/2019,10:37,Credit card,329.32,4.761904762,16.466,7.5,1/11/2018,81.890,2,163.78
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,3/19/2019,14:35,Cash,53.22,4.761904762,2.661,4.2,3/19/2018,26.500,1,26.5
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,1/14/2019,12:09,Cash,498.45,4.761904762,24.9225,9.9,1/14/2018,99.200,3,297.6
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,3/1/2019,15:32,Ewallet,299.56,4.761904762,14.978,4.2,3/1/2018,74.210,2,148.42
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,1/6/2019,13:58,Ewallet,204.7,4.761904762,10.235,9.9,1/6/2018,40.670,3,122.01
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,1/31/2019,13:19,Cash,75.82,4.761904762,3.791,5.8,1/31/2018,74.640,1,74.64
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,3/11/2019,13:37,Cash,280.62,4.761904762,14.031,6,3/11/2018,45.830,5,229.15
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,16:49,Credit card,323.2,4.761904762,16.16,10,2/20/2018,31.480,8,251.84
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,1/27/2019,14:55,Ewallet,486.63,4.761904762,24.3315,9.5,1/27/2018,52.980,8,423.84
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,3/10/2019,14:04,Credit card,127.54,4.761904762,6.377,6.6,3/10/2018,17.180,6,103.08
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2/15/2019,12:31,Cash,241.44,4.761904762,12.072,8.1,2/15/2018,80.400,2,160.8
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,1/26/2019,14:51,Cash,379.5,4.761904762,18.975,9.7,1/26/2018,36.830,9,331.47
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2/13/2019,18:27,Ewallet,76.82,4.761904762,3.841,7.2,2/13/2018,75.570,1,75.57
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,3/9/2019,12:45,Credit card,522.6,4.761904762,26.13,6.2,3/9/2018,51.640,8,413.12
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,3/6/2019,10:36,Ewallet,79.74,4.761904762,3.987,7.3,3/6/2018,79.620,1,79.62
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,1/24/2019,20:36,Ewallet,387.5,4.761904762,19.375,4.3,1/24/2018,77.050,3,231.15
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,3/13/2019,14:16,Ewallet,271.35,4.761904762,13.5675,4.6,3/13/2018,53.040,3,159.12
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,3/15/2019,10:26,Cash,122.31,4.761904762,6.1155,5.8,3/15/2018,13.000,8,104
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,3/5/2019,13:30,Credit card,246.36,4.761904762,12.318,8.3,3/5/2018,40.260,4,161.04
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,3/4/2019,16:28,Cash,173.16,4.761904762,8.658,8,3/4/2018,19.010,7,133.07
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,3/25/2019,20:18,Credit card,236.58,4.761904762,11.829,9.4,3/25/2018,38.480,5,192.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,3/12/2019,20:04,Credit card,184.88,4.761904762,9.244,6.2,3/12/2018,45.370,2,90.74
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2/4/2019,13:38,Ewallet,13.98,4.761904762,0.699,9.8,2/4/2018,13.310,1,13.31
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2/22/2019,10:43,Ewallet,198.75,4.761904762,9.9375,9.6,2/22/2018,39.590,4,158.36
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2/16/2019,17:30,Ewallet,684.53,4.761904762,34.2265,4.9,2/16/2018,97.490,6,584.94
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,1/19/2019,15:28,Credit card,269.04,4.761904762,13.452,8,1/19/2018,66.030,2,132.06
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,1/11/2019,19:07,Credit card,68.95,4.761904762,3.4475,7.8,1/11/2018,13.040,4,52.16
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,1/4/2019,19:01,Cash,274.84,4.761904762,13.742,4.1,1/4/2018,68.240,3,204.72
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,3/4/2019,19:48,Ewallet,226.12,4.761904762,11.306,5.5,3/4/2018,56.190,2,112.38
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,1/28/2019,19:24,Ewallet,119.1,4.761904762,5.955,5.4,1/28/2018,23.710,3,71.13
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,1/2/2019,13:00,Cash,342.1,4.761904762,17.105,5.1,1/2/2018,32.970,8,263.76
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,1/25/2019,14:29,Ewallet,43.74,4.761904762,2.187,6.9,1/25/2018,21.300,1,21.3
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,1/4/2019,13:21,Cash,104.85,4.761904762,5.2425,7.8,1/4/2018,20.390,3,61.17
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,3/10/2019,18:55,Ewallet,77.52,4.761904762,3.876,6.6,3/10/2018,25.720,1,25.72
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,3/22/2019,19:36,Ewallet,407.44,4.761904762,20.372,9.2,3/22/2018,49.990,7,349.93
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,1/25/2019,16:28,Ewallet,96.11,4.761904762,4.8055,7.8,1/25/2018,95.440,1,95.44
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,1/8/2019,13:48,Credit card,181.52,4.761904762,9.076,8.7,1/8/2018,44.430,3,133.29
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,1/22/2019,10:57,Ewallet,81.51,4.761904762,4.0755,9.2,1/22/2018,80.550,1,80.55
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,1/12/2019,17:13,Ewallet,114.44,4.761904762,5.722,8.3,1/12/2018,56.960,1,56.96
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2/4/2019,10:23,Cash,176.54,4.761904762,8.827,8.2,2/4/2018,25.000,6,150
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,13:57,Ewallet,115.8,4.761904762,5.79,7.5,3/28/2018,37.640,2,75.28
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,1/23/2019,13:29,Cash,252.15,4.761904762,12.6075,9.8,1/23/2018,83.950,1,83.95
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2/8/2019,13:00,Credit card,972.1,4.761904762,48.605,8.7,2/8/2018,96.820,9,871.38
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,3/19/2019,19:42,Credit card,203.36,4.761904762,10.168,6.7,3/19/2018,24.900,6,149.4
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,3/9/2019,15:36,Cash,16.28,4.761904762,0.814,5,3/9/2018,15.330,1,15.33
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,1/2/2019,13:40,Cash,365.49,4.761904762,18.2745,7,1/2/2018,40.080,7,280.56
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,1/21/2019,18:01,Cash,372.19,4.761904762,18.6095,8.9,1/21/2018,52.570,5,262.85
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,3/20/2019,13:53,Credit card,62.61,4.761904762,3.1305,8,3/20/2018,20.460,1,20.46
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2/27/2019,17:27,Cash,336.35,4.761904762,16.8175,6.9,2/27/2018,67.040,4,268.16
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,3/8/2019,10:53,Ewallet,906.5,4.761904762,45.325,7.3,3/8/2018,90.020,9,810.18
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,1/31/2019,19:48,Credit card,138.16,4.761904762,6.908,6.9,1/31/2018,68.950,1,68.95
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,3/8/2019,16:53,Ewallet,86.54,4.761904762,4.327,5.7,3/8/2018,42.800,1,42.8
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,1/13/2019,19:14,Ewallet,140.76,4.761904762,7.038,6.4,1/13/2018,23.380,4,93.52
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,3/9/2019,14:36,Credit card,668.78,4.761904762,33.439,9.6,3/9/2018,94.290,5,471.45
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2/22/2019,18:19,Credit card,47.44,4.761904762,2.372,6.8,2/22/2018,46.740,1,46.74
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,3/19/2019,19:09,Ewallet,893.16,4.761904762,44.658,9,3/19/2018,99.040,8,792.32
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,1/20/2019,16:51,Ewallet,331.72,4.761904762,16.586,9.6,1/20/2018,82.240,3,246.72
